transformed_file_name,class_indices
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop317.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop318.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop319.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop320.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop321.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop322.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop323.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop324.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop325.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop326.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop327.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop328.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop329.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop330.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop331.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop332.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop333.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop334.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop335.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop336.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop337.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop338.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop339.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop340.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop341.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop342.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop343.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop344.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop345.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop346.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop347.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop348.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop349.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop350.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop351.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop352.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop353.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop354.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop355.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop356.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop357.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop358.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop359.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop360.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop361.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop362.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop363.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop364.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop365.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop366.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop367.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop368.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop369.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop370.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop371.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop372.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop373.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop374.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop375.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop376.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop377.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop378.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop379.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop380.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop381.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop382.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop383.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop384.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop385.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop386.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop387.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop388.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop389.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop390.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop391.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop392.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop393.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop394.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop395.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop396.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop397.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop398.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop399.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop400.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop401.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop402.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop403.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop404.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop405.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop406.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop407.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop408.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop409.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop410.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop411.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop412.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop413.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop414.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop415.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop416.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop417.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop418.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop419.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop420.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop421.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop422.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop423.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop424.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop425.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop426.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop427.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop428.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop429.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop430.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop431.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop432.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop433.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop434.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop435.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop436.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop437.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop438.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop439.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop440.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop441.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop442.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop443.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop444.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop445.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop446.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop447.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop448.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop449.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop450.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop451.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop452.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop453.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop454.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop455.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop456.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop457.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop458.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop459.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop460.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop461.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop462.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop463.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop464.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop465.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop466.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop467.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop468.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop469.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop470.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop471.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop472.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop473.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop474.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop475.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop476.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop477.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop478.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop479.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop480.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop481.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop482.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop483.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop484.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop485.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop486.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop487.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop488.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop489.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop490.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop491.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop492.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop493.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop494.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop495.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop496.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop497.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop498.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop499.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/left499.jpg,1
